Players,Wicket Status,Wicket Type,R_ball,B,M_ball,4s_ball,6s_ball,SR,Month,Day,Year,Ground_Played,Team_ball,O,M_bat,R_bat,W,Econ,0s,4s_bat,6s_bat,WD,NB,Team_bat
CR Woakes,c â Sarfaraz Ahmed b Wahab Riaz,c b,21.0,14.0,23.0,1.0,1.0,150.0,Jun,3,2019,"Trent Bridge, Nottingham",England,8.0,1.0,71.0,3.0,8.87,19.0,10.0,1.0,2.0,0.0,England
JC Archer,c Wahab Riaz b Mohammad Amir,c b,1.0,2.0,6.0,0.0,0.0,50.0,Jun,3,2019,"Trent Bridge, Nottingham",England,10.0,0.0,79.0,0.0,7.9,25.0,5.0,2.0,4.0,0.0,England
AU Rashid,not out,not out,3.0,4.0,9.0,0.0,0.0,75.0,Jun,3,2019,"Trent Bridge, Nottingham",England,5.0,0.0,43.0,0.0,8.6,9.0,3.0,2.0,1.0,0.0,England
MA Wood,not out,not out,10.0,6.0,6.0,2.0,0.0,166.66,Jun,3,2019,"Trent Bridge, Nottingham",England,10.0,0.0,53.0,2.0,5.3,28.0,3.0,1.0,2.0,0.0,England
Imam-ul-Haq,c Woakes b Ali,c b,44.0,58.0,92.0,3.0,1.0,75.86,Jun,3,2019,"Trent Bridge, Nottingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fakhar Zaman,st â Buttler b Ali,st b,36.0,40.0,63.0,6.0,0.0,90.0,Jun,3,2019,"Trent Bridge, Nottingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Babar Azam,c Woakes b Ali,c b,63.0,66.0,83.0,4.0,1.0,95.45,Jun,3,2019,"Trent Bridge, Nottingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mohammad Hafeez,c Woakes b Wood,c b,84.0,62.0,99.0,8.0,2.0,135.48,Jun,3,2019,"Trent Bridge, Nottingham",Pakistan,7.0,0.0,43.0,1.0,6.14,16.0,2.0,2.0,0.0,0.0,Pakistan
Sarfaraz Ahmed,c & b Woakes,c b,55.0,44.0,68.0,5.0,0.0,125.0,Jun,3,2019,"Trent Bridge, Nottingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Asif Ali,c Bairstow b Wood,c b,14.0,11.0,17.0,0.0,1.0,127.27,Jun,3,2019,"Trent Bridge, Nottingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Shoaib Malik,c Morgan b Woakes,c b,8.0,8.0,18.0,0.0,0.0,100.0,Jun,3,2019,"Trent Bridge, Nottingham",Pakistan,3.0,0.0,10.0,1.0,3.33,11.0,1.0,0.0,0.0,0.0,Pakistan
Wahab Riaz,c Root b Woakes,c b,4.0,2.0,4.0,1.0,0.0,200.0,Jun,3,2019,"Trent Bridge, Nottingham",Pakistan,10.0,0.0,82.0,3.0,8.2,20.0,11.0,1.0,1.0,0.0,Pakistan
Hasan Ali,not out,not out,10.0,5.0,10.0,0.0,1.0,200.0,Jun,3,2019,"Trent Bridge, Nottingham",Pakistan,10.0,0.0,66.0,0.0,6.6,20.0,5.0,0.0,1.0,0.0,Pakistan
Shadab Khan,not out,not out,10.0,4.0,3.0,2.0,0.0,250.0,Jun,3,2019,"Trent Bridge, Nottingham",Pakistan,10.0,0.0,63.0,2.0,6.3,24.0,4.0,2.0,0.0,0.0,Pakistan
Saeed Anwar,c â Boucher b Elworthy,c b,23.0,37.0,55.0,2.0,0.0,62.16,Jun,5,1999,"Trent Bridge, Nottingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Wajahatullah Wasti,c â Boucher b Donald,c b,17.0,56.0,81.0,2.0,0.0,30.35,Jun,5,1999,"Trent Bridge, Nottingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Abdul Razzaq,c Kirsten b Elworthy,c b,30.0,60.0,76.0,2.0,0.0,50.0,Jun,5,1999,"Trent Bridge, Nottingham",Pakistan,10.0,1.0,40.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,Pakistan
Ijaz Ahmed,c Cullinan b Klusener,c b,23.0,36.0,61.0,1.0,1.0,63.88,Jun,5,1999,"Trent Bridge, Nottingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Inzamam-ul-Haq,run out (Rhodes),run out,4.0,15.0,24.0,0.0,0.0,26.66,Jun,5,1999,"Trent Bridge, Nottingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mohammad Yousuf,run out (Klusener),run out,17.0,27.0,47.0,1.0,0.0,62.96,Jun,5,1999,"Trent Bridge, Nottingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Moin Khan,run out (Cronje/â Boucher),run out,63.0,56.0,62.0,6.0,2.0,112.5,Jun,5,1999,"Trent Bridge, Nottingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Azhar Mahmood,not out,not out,15.0,10.0,34.0,1.0,0.0,150.0,Jun,5,1999,"Trent Bridge, Nottingham",Pakistan,10.0,1.0,24.0,3.0,2.4,0.0,0.0,0.0,3.0,0.0,Pakistan
Wasim Akram,not out,not out,5.0,3.0,6.0,1.0,0.0,166.66,Jun,5,1999,"Trent Bridge, Nottingham",Pakistan,10.0,0.0,44.0,1.0,4.4,0.0,0.0,0.0,2.0,5.0,Pakistan
G Kirsten,lbw b Wasim Akram,lbw b,19.0,38.0,54.0,3.0,0.0,50.0,Jun,5,1999,"Trent Bridge, Nottingham",South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HH Gibbs,c Ijaz Ahmed b Shoaib Akhtar,c b,0.0,3.0,6.0,0.0,0.0,0.0,Jun,5,1999,"Trent Bridge, Nottingham",South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
WJ Cronje,c Saqlain Mushtaq b Shoaib Akhtar,c b,4.0,15.0,20.0,1.0,0.0,26.66,Jun,5,1999,"Trent Bridge, Nottingham",South Africa,1.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,South Africa
DJ Cullinan,c Saeed Anwar b Azhar Mahmood,c b,18.0,42.0,56.0,2.0,0.0,42.85,Jun,5,1999,"Trent Bridge, Nottingham",South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JH Kallis,c â Moin Khan b Saqlain Mushtaq,c b,54.0,98.0,148.0,3.0,0.0,55.1,Jun,5,1999,"Trent Bridge, Nottingham",South Africa,10.0,0.0,47.0,0.0,4.7,0.0,0.0,0.0,7.0,0.0,South Africa
JN Rhodes,lbw b Azhar Mahmood,lbw b,0.0,6.0,8.0,0.0,0.0,0.0,Jun,5,1999,"Trent Bridge, Nottingham",South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SM Pollock,c Inzamam-ul-Haq b Azhar Mahmood,c b,30.0,45.0,70.0,3.0,0.0,66.66,Jun,5,1999,"Trent Bridge, Nottingham",South Africa,10.0,1.0,42.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,South Africa
L Klusener,not out,not out,46.0,41.0,61.0,3.0,3.0,112.19,Jun,5,1999,"Trent Bridge, Nottingham",South Africa,9.0,0.0,41.0,1.0,4.55,0.0,0.0,0.0,0.0,0.0,South Africa
MV Boucher,not out,not out,12.0,15.0,22.0,0.0,1.0,80.0,Jun,5,1999,"Trent Bridge, Nottingham",South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AN Cook,lbw b McClenaghan,lbw b,0.0,9.0,10.0,0.0,0.0,0.0,Jun,5,2013,"Trent Bridge, Nottingham",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IR Bell,c NL McCullum b McClenaghan,c b,82.0,96.0,146.0,6.0,1.0,85.41,Jun,5,2013,"Trent Bridge, Nottingham",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IJL Trott,lbw b McClenaghan,lbw b,37.0,53.0,77.0,4.0,0.0,69.81,Jun,5,2013,"Trent Bridge, Nottingham",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JE Root,run out (Guptill/â Ronchi),run out,33.0,50.0,52.0,1.0,0.0,66.0,Jun,5,2013,"Trent Bridge, Nottingham",England,5.0,0.0,34.0,1.0,6.8,13.0,4.0,1.0,0.0,0.0,England
EJG Morgan,run out (Guptill),run out,49.0,40.0,73.0,2.0,3.0,122.5,Jun,5,2013,"Trent Bridge, Nottingham",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RS Bopara,c Taylor b Williamson,c b,28.0,38.0,43.0,0.0,0.0,73.68,Jun,5,2013,"Trent Bridge, Nottingham",England,6.0,0.0,21.0,0.0,3.5,18.0,0.0,0.0,1.0,1.0,England
JC Buttler,not out,not out,47.0,16.0,28.0,6.0,3.0,293.75,Jun,5,2013,"Trent Bridge, Nottingham",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TT Bresnan,not out,not out,0.0,0.0,4.0,0.0,0.0,0.0,Jun,5,2013,"Trent Bridge, Nottingham",England,8.0,0.0,27.0,2.0,3.37,27.0,0.0,0.0,2.0,0.0,England
L Ronchi,c Trott b Broad,c b,22.0,17.0,24.0,4.0,0.0,129.41,Jun,5,2013,"Trent Bridge, Nottingham",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MJ Guptill,b Tredwell,b,38.0,36.0,41.0,6.0,1.0,105.55,Jun,5,2013,"Trent Bridge, Nottingham",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KS Williamson,lbw b Root,lbw b,19.0,28.0,41.0,1.0,0.0,67.85,Jun,5,2013,"Trent Bridge, Nottingham",New Zealand,9.0,0.0,42.0,1.0,4.66,23.0,2.0,0.0,0.0,0.0,New Zealand
LRPL Taylor,c Bresnan b Tredwell,c b,71.0,84.0,148.0,2.0,3.0,84.52,Jun,5,2013,"Trent Bridge, Nottingham",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C Munro,c â Buttler b Bresnan,c b,0.0,1.0,4.0,0.0,0.0,0.0,Jun,5,2013,"Trent Bridge, Nottingham",New Zealand,1.0,0.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,New Zealand
BB McCullum,c â Buttler b Tredwell,c b,6.0,12.0,17.0,1.0,0.0,50.0,Jun,5,2013,"Trent Bridge, Nottingham",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JEC Franklin,c Cook b Broad,c b,7.0,19.0,20.0,0.0,0.0,36.84,Jun,5,2013,"Trent Bridge, Nottingham",New Zealand,4.0,0.0,24.0,0.0,6.0,12.0,2.0,1.0,0.0,0.0,New Zealand
NL McCullum,c Broad b Bresnan,c b,28.0,33.0,43.0,2.0,0.0,84.84,Jun,5,2013,"Trent Bridge, Nottingham",New Zealand,8.0,0.0,35.0,0.0,4.37,18.0,0.0,0.0,0.0,0.0,New Zealand
TG Southee,c Cook b Finn,c b,15.0,15.0,17.0,3.0,0.0,100.0,Jun,5,2013,"Trent Bridge, Nottingham",New Zealand,9.0,0.0,65.0,0.0,7.22,26.0,4.0,3.0,2.0,0.0,New Zealand
KD Mills,not out,not out,28.0,23.0,42.0,2.0,1.0,121.73,Jun,5,2013,"Trent Bridge, Nottingham",New Zealand,9.0,1.0,55.0,0.0,6.11,29.0,7.0,1.0,1.0,0.0,New Zealand
MJ McClenaghan,c Root b Finn,c b,4.0,13.0,18.0,0.0,0.0,30.76,Jun,5,2013,"Trent Bridge, Nottingham",New Zealand,10.0,1.0,54.0,3.0,5.4,40.0,3.0,2.0,3.0,2.0,New Zealand
DA Warner,c Hetmyer b Cottrell,c b,3.0,8.0,24.0,0.0,0.0,37.5,Jun,6,2019,"Trent Bridge, Nottingham",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AJ Finch,c â Hope b Thomas,c b,6.0,10.0,13.0,0.0,0.0,60.0,Jun,6,2019,"Trent Bridge, Nottingham",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UT Khawaja,c â Hope b Russell,c b,13.0,19.0,26.0,2.0,0.0,68.42,Jun,6,2019,"Trent Bridge, Nottingham",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SPD Smith,c Cottrell b Thomas,c b,73.0,103.0,178.0,7.0,0.0,70.87,Jun,6,2019,"Trent Bridge, Nottingham",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GJ Maxwell,c â Hope b Cottrell,c b,0.0,2.0,5.0,0.0,0.0,0.0,Jun,6,2019,"Trent Bridge, Nottingham",Australia,6.0,1.0,31.0,0.0,5.16,19.0,3.0,0.0,0.0,0.0,Australia
MP Stoinis,c Pooran b Holder,c b,19.0,23.0,41.0,4.0,0.0,82.6,Jun,6,2019,"Trent Bridge, Nottingham",Australia,4.0,0.0,18.0,0.0,4.5,14.0,1.0,1.0,0.0,0.0,Australia
AT Carey,c â Hope b Russell,c b,45.0,55.0,62.0,7.0,0.0,81.81,Jun,6,2019,"Trent Bridge, Nottingham",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NM Coulter-Nile,c Holder b Brathwaite,c b,92.0,60.0,79.0,8.0,4.0,153.33,Jun,6,2019,"Trent Bridge, Nottingham",Australia,10.0,0.0,70.0,0.0,7.0,28.0,10.0,1.0,0.0,0.0,Australia
PJ Cummins,c Cottrell b Brathwaite,c b,2.0,6.0,12.0,0.0,0.0,33.33,Jun,6,2019,"Trent Bridge, Nottingham",Australia,10.0,3.0,41.0,2.0,4.1,42.0,6.0,0.0,3.0,0.0,Australia
MA Starc,c Holder b Brathwaite,c b,8.0,9.0,13.0,1.0,0.0,88.88,Jun,6,2019,"Trent Bridge, Nottingham",Australia,10.0,1.0,46.0,5.0,4.6,44.0,5.0,1.0,4.0,0.0,Australia
A Zampa,not out,not out,0.0,0.0,2.0,0.0,0.0,0.0,Jun,6,2019,"Trent Bridge, Nottingham",Australia,10.0,0.0,58.0,1.0,5.8,33.0,8.0,1.0,0.0,0.0,Australia
CH Gayle,lbw b Starc,lbw b,21.0,17.0,29.0,4.0,0.0,123.52,Jun,6,2019,"Trent Bridge, Nottingham",West Indies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
E Lewis,c Smith b Cummins,c b,1.0,5.0,10.0,0.0,0.0,20.0,Jun,6,2019,"Trent Bridge, Nottingham",West Indies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SD Hope,c Khawaja b Cummins,c b,68.0,105.0,141.0,7.0,0.0,64.76,Jun,6,2019,"Trent Bridge, Nottingham",West Indies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
N Pooran,c Finch b Zampa,c b,40.0,36.0,59.0,5.0,1.0,111.11,Jun,6,2019,"Trent Bridge, Nottingham",West Indies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SO Hetmyer,run out (Cummins/Maxwell),run out,21.0,28.0,31.0,3.0,0.0,75.0,Jun,6,2019,"Trent Bridge, Nottingham",West Indies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JO Holder,c Zampa b Starc,c b,51.0,57.0,83.0,7.0,1.0,89.47,Jun,6,2019,"Trent Bridge, Nottingham",West Indies,7.0,2.0,28.0,1.0,4.0,29.0,4.0,0.0,0.0,0.0,West Indies
AD Russell,c Maxwell b Starc,c b,15.0,11.0,19.0,2.0,1.0,136.36,Jun,6,2019,"Trent Bridge, Nottingham",West Indies,8.0,0.0,41.0,2.0,5.12,31.0,3.0,1.0,5.0,0.0,West Indies
CR Brathwaite,c Finch b Starc,c b,16.0,17.0,31.0,1.0,1.0,94.11,Jun,6,2019,"Trent Bridge, Nottingham",West Indies,10.0,0.0,67.0,3.0,6.7,31.0,9.0,1.0,2.0,0.0,West Indies
AR Nurse,not out,not out,19.0,18.0,22.0,4.0,0.0,105.55,Jun,6,2019,"Trent Bridge, Nottingham",West Indies,5.0,0.0,31.0,0.0,6.2,8.0,2.0,0.0,2.0,0.0,West Indies
SS Cottrell,b Starc,b,1.0,2.0,7.0,0.0,0.0,50.0,Jun,6,2019,"Trent Bridge, Nottingham",West Indies,9.0,0.0,56.0,2.0,6.22,25.0,4.0,2.0,3.0,0.0,West Indies
O Thomas,not out,not out,0.0,4.0,12.0,0.0,0.0,0.0,Jun,6,2019,"Trent Bridge, Nottingham",West Indies,10.0,0.0,63.0,2.0,6.3,34.0,7.0,0.0,8.0,1.0,West Indies
GM Turner,not out,not out,83.0,143.0,0.0,4.0,0.0,58.04,Jun,9,1979,"Trent Bridge, Nottingham",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JG Wright,c Tennekoon b GRA de Silva,c b,34.0,69.0,0.0,6.0,0.0,49.27,Jun,9,1979,"Trent Bridge, Nottingham",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GP Howarth,not out,not out,63.0,75.0,0.0,8.0,1.0,84.0,Jun,9,1979,"Trent Bridge, Nottingham",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
B Warnapura,c & b McKechnie,c b,20.0,58.0,0.0,2.0,0.0,34.48,Jun,9,1979,"Trent Bridge, Nottingham",Sri Lanka,7.0,0.0,30.0,0.0,4.28,0.0,0.0,0.0,0.0,0.0,Sri Lanka
SRD Wettimuny,b Cairns,b,16.0,20.0,0.0,1.0,0.0,80.0,Jun,9,1979,"Trent Bridge, Nottingham",Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
APB Tennekoon,b Stott,b,59.0,96.0,0.0,6.0,0.0,61.45,Jun,9,1979,"Trent Bridge, Nottingham",Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RL Dias,c & b Stott,c b,25.0,46.0,0.0,2.0,0.0,54.34,Jun,9,1979,"Trent Bridge, Nottingham",Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LRD Mendis,c Turner b Troup,c b,14.0,27.0,0.0,2.0,0.0,51.85,Jun,9,1979,"Trent Bridge, Nottingham",Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DS de,c Burgess b Stott,c b,6.0,24.0,0.0,0.0,0.0,25.0,Jun,9,1979,"Trent Bridge, Nottingham",Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SA Jayasinghe,run out,run out,1.0,3.0,0.0,0.0,0.0,33.33,Jun,9,1979,"Trent Bridge, Nottingham",Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SP Pasqual,b Hadlee,b,1.0,2.0,0.0,0.0,0.0,50.0,Jun,9,1979,"Trent Bridge, Nottingham",Sri Lanka,4.4,0.0,20.0,0.0,4.28,0.0,0.0,0.0,0.0,0.0,Sri Lanka
ARM Opatha,b McKechnie,b,18.0,27.0,0.0,2.0,0.0,66.66,Jun,9,1979,"Trent Bridge, Nottingham",Sri Lanka,7.0,1.0,31.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,Sri Lanka
DLS de,c Wright b McKechnie,c b,10.0,35.0,0.0,0.0,0.0,28.57,Jun,9,1979,"Trent Bridge, Nottingham",Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GRA de,not out,not out,2.0,11.0,0.0,0.0,0.0,18.18,Jun,9,1979,"Trent Bridge, Nottingham",Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GM Wood,c â Houghton b Fletcher,c b,31.0,60.0,69.0,3.0,0.0,51.66,Jun,9,1983,"Trent Bridge, Nottingham",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KC Wessels,run out,run out,76.0,130.0,147.0,5.0,0.0,58.46,Jun,9,1983,"Trent Bridge, Nottingham",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KJ Hughes,c Omarshah b Fletcher,c b,0.0,4.0,7.0,0.0,0.0,0.0,Jun,9,1983,"Trent Bridge, Nottingham",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DW Hookes,c Traicos b Fletcher,c b,20.0,48.0,45.0,1.0,0.0,41.66,Jun,9,1983,"Trent Bridge, Nottingham",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GN Yallop,c Pycroft b Fletcher,c b,2.0,17.0,15.0,0.0,0.0,11.76,Jun,9,1983,"Trent Bridge, Nottingham",Australia,9.0,0.0,28.0,2.0,3.11,0.0,0.0,0.0,0.0,0.0,Australia
AR Border,c Pycroft b Curran,c b,17.0,33.0,34.0,0.0,0.0,51.51,Jun,9,1983,"Trent Bridge, Nottingham",Australia,5.0,0.0,11.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,Australia
RW Marsh,not out,not out,50.0,42.0,63.0,3.0,2.0,119.04,Jun,9,1983,"Trent Bridge, Nottingham",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GF Lawson,b Butchart,b,0.0,4.0,4.0,0.0,0.0,0.0,Jun,9,1983,"Trent Bridge, Nottingham",Australia,11.0,2.0,33.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Australia
RM Hogg,not out,not out,19.0,22.0,29.0,1.0,0.0,86.36,Jun,9,1983,"Trent Bridge, Nottingham",Australia,12.0,3.0,43.0,1.0,3.58,0.0,0.0,0.0,0.0,0.0,Australia
AH Omarshah,c â Marsh b Lillee,c b,16.0,57.0,80.0,0.0,0.0,28.07,Jun,9,1983,"Trent Bridge, Nottingham",Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GA Paterson,c Hookes b Lillee,c b,27.0,59.0,78.0,2.0,0.0,45.76,Jun,9,1983,"Trent Bridge, Nottingham",Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JG Heron,c â Marsh b Yallop,c b,14.0,40.0,38.0,1.0,0.0,35.0,Jun,9,1983,"Trent Bridge, Nottingham",Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AJ Pycroft,b Border,b,21.0,41.0,53.0,1.0,0.0,51.21,Jun,9,1983,"Trent Bridge, Nottingham",Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DL Houghton,c â Marsh b Yallop,c b,0.0,1.0,1.0,0.0,0.0,0.0,Jun,9,1983,"Trent Bridge, Nottingham",Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DAG Fletcher,not out,not out,69.0,84.0,139.0,5.0,0.0,82.14,Jun,9,1983,"Trent Bridge, Nottingham",Zimbabwe,11.0,1.0,42.0,4.0,3.81,0.0,0.0,0.0,0.0,0.0,Zimbabwe
KM Curran,c Hookes b Hogg,c b,27.0,46.0,59.0,2.0,0.0,58.69,Jun,9,1983,"Trent Bridge, Nottingham",Zimbabwe,9.0,0.0,38.0,1.0,4.22,0.0,0.0,0.0,0.0,0.0,Zimbabwe
IP Butchart,not out,not out,34.0,38.0,55.0,2.0,0.0,89.47,Jun,9,1983,"Trent Bridge, Nottingham",Zimbabwe,10.0,0.0,39.0,1.0,3.9,0.0,0.0,0.0,0.0,0.0,Zimbabwe
JJ Roy,c â Sarfaraz Ahmed b Mohammad Hasnain,c b,114.0,89.0,123.0,11.0,4.0,128.08,May,17,2019,"Trent Bridge, Nottingham",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JM Vince,b Mohammad Hasnain,b,43.0,39.0,61.0,6.0,0.0,110.25,May,17,2019,"Trent Bridge, Nottingham",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JE Root,c Mohammad Hafeez b Imad Wasim,c b,36.0,41.0,68.0,3.0,0.0,87.8,May,17,2019,"Trent Bridge, Nottingham",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BA Stokes,not out,not out,71.0,64.0,104.0,5.0,3.0,110.93,May,17,2019,"Trent Bridge, Nottingham",England,4.0,0.0,22.0,0.0,5.5,10.0,2.0,0.0,1.0,0.0,England
JC Buttler,c Mohammad Hasnain b Imad Wasim,c b,0.0,2.0,4.0,0.0,0.0,0.0,May,17,2019,"Trent Bridge, Nottingham",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MM Ali,c Fakhar Zaman b Shoaib Malik,c b,0.0,3.0,9.0,0.0,0.0,0.0,May,17,2019,"Trent Bridge, Nottingham",England,4.0,0.0,30.0,0.0,7.5,5.0,0.0,2.0,0.0,0.0,England
JL Denly,c & b Junaid Khan,c b,17.0,21.0,42.0,0.0,0.0,80.95,May,17,2019,"Trent Bridge, Nottingham",England,5.0,0.0,27.0,0.0,5.4,10.0,2.0,0.0,0.0,0.0,England
TK Curran,b Hasan Ali,b,31.0,30.0,36.0,5.0,0.0,103.33,May,17,2019,"Trent Bridge, Nottingham",England,10.0,0.0,75.0,4.0,7.5,24.0,8.0,1.0,4.0,0.0,England
AU Rashid,not out,not out,12.0,8.0,12.0,1.0,0.0,150.0,May,17,2019,"Trent Bridge, Nottingham",England,7.0,0.0,49.0,0.0,7.0,12.0,3.0,1.0,0.0,0.0,England
Imam-ul-Haq,not out,not out,6.0,20.0,26.0,0.0,0.0,30.0,May,17,2019,"Trent Bridge, Nottingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fakhar Zaman,c Wood b Curran,c b,57.0,50.0,87.0,5.0,2.0,114.0,May,17,2019,"Trent Bridge, Nottingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Babar Azam,c Archer b Curran,c b,115.0,112.0,150.0,13.0,1.0,102.67,May,17,2019,"Trent Bridge, Nottingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mohammad Hafeez,c sub (CJ Jordan) b Wood,c sub b,59.0,55.0,65.0,2.0,3.0,107.27,May,17,2019,"Trent Bridge, Nottingham",Pakistan,8.0,0.0,48.0,0.0,6.0,18.0,2.0,2.0,0.0,0.0,Pakistan
Shoaib Malik,hit wicket b Wood,wicket b,41.0,26.0,58.0,4.0,0.0,157.69,May,17,2019,"Trent Bridge, Nottingham",Pakistan,2.0,0.0,4.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,Pakistan
Asif Ali,c Wood b Archer,c b,17.0,12.0,15.0,1.0,1.0,141.66,May,17,2019,"Trent Bridge, Nottingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
